video_name,Source collection,caption
7981391.mp4,Cory_2013-6-27_sc114,The students must learn to listen to the teacher because the teacher is in charge.
7981292.mp4,Cory_2013-6-27_sc114,Bob gave a rose to his wife because it's their anniversary today.
7981293.mp4,Cory_2013-6-27_sc114,Bob loves reading books because he can visualize what happens in the stories.
7981194.mp4,Cory_2013-6-27_sc114,The teacher must clean the classroom everyday so that when the students come to class it will be clean.
7981095.mp4,Cory_2013-6-27_sc114,Mom is sick because she recently took care of her sick friend.
7981096.mp4,Cory_2013-6-27_sc114,Father must mow the lawn soon because we are having a barbeque party.
7980997.mp4,Cory_2013-6-27_sc114,My aunt is an expert at making blue berry pies because she grew up making them.
7980898.mp4,Cory_2013-6-27_sc114,I missed last months rent so now I have to pay double.
7980799.mp4,Cory_2013-6-27_sc114,Bad weather is coming to Boston because the city is close to the ocean.
79807100.mp4,Cory_2013-6-27_sc114,My family vacation every year is in Florida because everyone loves the sun.
79806101.mp4,Cory_2013-6-27_sc114,Bob has a big dog because he loves to wrestle with it.
79805102.mp4,Cory_2013-6-27_sc114,Bob needs to go to the post office to buy stamps.
79805103.mp4,Cory_2013-6-27_sc114,The horse runs on the farm because it can't race.
79804104.mp4,Cory_2013-6-27_sc114,The clothes are on sale because they used to be expensive.
79803105.mp4,Cory_2013-6-27_sc114,The group of friends go to the movie theater together to see Harry Potter 7 that just came out.
79803106.mp4,Cory_2013-6-27_sc114,I introduced you to my new friend because he seemed lonely.
79802107.mp4,Cory_2013-6-27_sc114,Ask for directions because I don't know where to go.
79801108.mp4,Cory_2013-6-27_sc114,I commute to work by bike because I can't afford a car.
79797114.mp4,Cory_2013-6-27_sc114,My friend wants to buy a plaid shrit because his friend invited him to a costume party.
79797115.mp4,Cory_2013-6-27_sc114,I need to buy shorts because it's hot outside.
79796116.mp4,Cory_2013-6-27_sc114,My sister wants a headband for her birthday because her hair is long and she wants a headband to keep it in place.
79795117.mp4,Cory_2013-6-27_sc114,The bride and groom danced at their wedding by picking their song.
79795118.mp4,Cory_2013-6-27_sc114,I enjoyed chatting with those two because we talked about ASL.
79794119.mp4,Cory_2013-6-27_sc114,I'm moving to San Diego because I got a new job offer.
79793120.mp4,Cory_2013-6-27_sc114,My friend was f**ked up last night because he drank too much.
79793121.mp4,Cory_2013-6-27_sc114,My friend was passed out drunk because he drank too much on his birthday.
79792122.mp4,Cory_2013-6-27_sc114,My friend just crashed a party because he recently finished his last exam.
79791123.mp4,Cory_2013-6-27_sc114,My friend went ahead and hosted a pizza dinner because he loves pizza.
5873537.mp4,Cory_2013-6-27_sc111,It's raining and it's impossible to find an umbrella.
5873528.mp4,Cory_2013-6-27_sc111,There's always a pop quiz when I neglect my studying.
5873519.mp4,Cory_2013-6-27_sc111,It's raining and it's impossible to find an umbrella.
58735010.mp4,Cory_2013-6-27_sc111,"After not studying, there's always a pop quiz."
58734811.mp4,Cory_2013-6-27_sc111,"When I don't study, I am guaranteed to fail."
58734712.mp4,Cory_2013-6-27_sc111,"If I don't study, I am guaranteed to fail."
58734613.mp4,Cory_2013-6-27_sc111,"If I don't study, I am guaranteed to fail."
58734514.mp4,Cory_2013-6-27_sc111,Why didn't you buy car insurance?
58734415.mp4,Cory_2013-6-27_sc111,He will buy flowers for sure.
58734316.mp4,Cory_2013-6-27_sc111,He will buy flowers for sure.
58734317.mp4,Cory_2013-6-27_sc111,"If there's an emergency, where will you go?"
58734218.mp4,Cory_2013-6-27_sc111,Who buys flowers?
58734119.mp4,Cory_2013-6-27_sc111,Who bought flowers?
58734020.mp4,Cory_2013-6-27_sc111,"If you spell even one word wrong, he will take away points for it!"
58733921.mp4,Cory_2013-6-27_sc111,I don't even have one dollar!
58733822.mp4,Cory_2013-6-27_sc111,I have no money.
58733723.mp4,Cory_2013-6-27_sc111,"When I don't have money, I tend to go to my aunt's and eat there."
58733724.mp4,Cory_2013-6-27_sc111,"If I don't have a book to read, I get bored."
58733625.mp4,Cory_2013-6-27_sc111,"When it's near the end of the semester, it's impossible to hang out."
58733526.mp4,Cory_2013-6-27_sc111,"If John did that to me, I won't be friends with him anymore."
58733427.mp4,Cory_2013-6-27_sc111,I wish John and Mary will stop being in a relationship after seeing John play with her.
58733328.mp4,Cory_2013-6-27_sc111,"If you win the lottery, we are going to Jamaica."
17077.mp4,Cory_2013-6-27_sc110,The weather is lousy today.
17088.mp4,Cory_2013-6-27_sc110,There's no homework today.
17099.mp4,Cory_2013-6-27_sc110,Mary is a vegetarian.
171010.mp4,Cory_2013-6-27_sc110,Mom likes surprises.
171111.mp4,Cory_2013-6-27_sc110,The weather is beautiful today.
171112.mp4,Cory_2013-6-27_sc110,Mary isn't a vegetarian.
171213.mp4,Cory_2013-6-27_sc110,The weather's not lousy today.
171314.mp4,Cory_2013-6-27_sc110,Mom hates surprises.
171415.mp4,Cory_2013-6-27_sc110,The weather isn't beautiful today. Oh well.
171516.mp4,Cory_2013-6-27_sc110,I do like pineapple cream cheese.
171617.mp4,Cory_2013-6-27_sc110,Why isnt't there any pineapple cream cheese?
171618.mp4,Cory_2013-6-27_sc110,Your sister doesn't like pineapple cream cheese.
171719.mp4,Cory_2013-6-27_sc110,"Hey wait, I do like pineapple cream cheese!"
171820.mp4,Cory_2013-6-27_sc110,"My dad likes pineapple cream cheese, like me."
171921.mp4,Cory_2013-6-27_sc110,I don't like pineapple cream cheese.
172022.mp4,Cory_2013-6-27_sc110,I love lox cream cheese.
172123.mp4,Cory_2013-6-27_sc110,"If it has pineapple cream cheese on it, I won't eat the bagel."
172124.mp4,Cory_2013-6-27_sc110,"When it has pineapple cream cheese on it, he won't eat the bagel."
172225.mp4,Cory_2013-6-27_sc110,I like chocolate cereal.
172326.mp4,Cory_2013-6-27_sc110,Why isn't there any chocolate cereal?
172327.mp4,Cory_2013-6-27_sc110,My sister doesn't like chocolate cereal.
172428.mp4,Cory_2013-6-27_sc110,Hey! I like chocolate cereal.
172529.mp4,Cory_2013-6-27_sc110,"Dad likes chocolate cereal, like me."
172630.mp4,Cory_2013-6-27_sc110,"No no no, I hate chocolate cereal."
172631.mp4,Cory_2013-6-27_sc110,"No, I don't like chocolate cereal."
172732.mp4,Cory_2013-6-27_sc110,I can't believe the car broke!
172833.mp4,Cory_2013-6-27_sc110,"No, the car's not broken."
172934.mp4,Cory_2013-6-27_sc110,"The car's not broken, there's just no gas."
172935.mp4,Cory_2013-6-27_sc110,"The car isn't broken, you're using the wrong key."
173036.mp4,Cory_2013-6-27_sc110,The car really broke down.
173137.mp4,Cory_2013-6-27_sc110,The car has a full tank of gas.
173238.mp4,Cory_2013-6-27_sc110,"No, I used the right key."
173239.mp4,Cory_2013-6-27_sc110,"No, that car isn't broken, the truck is broken."
173340.mp4,Cory_2013-6-27_sc110,"Our cousin, John, broke the truck."
173441.mp4,Cory_2013-6-27_sc110,"No, John didn't break the truck, Mary broke the truck."
173442.mp4,Cory_2013-6-27_sc110,The car is really broken!
173543.mp4,Cory_2013-6-27_sc110,"John didn't break the truck, he actually destroyed the car."
173644.mp4,Cory_2013-6-27_sc110,The car did not breakdown.
173745.mp4,Cory_2013-6-27_sc110,The car broke down.
173746.mp4,Cory_2013-6-27_sc110,The car didn't breakdown.
173847.mp4,Cory_2013-6-27_sc110,"No, the car didn't break down."
173948.mp4,Cory_2013-6-27_sc110,"No, the car didn't breakdown."
173949.mp4,Cory_2013-6-27_sc110,"If Mary's car broke down, John would have to take her to work."
174050.mp4,Cory_2013-6-27_sc110,"Since Mary's car broke, John has been taking her to work."
174051.mp4,Cory_2013-6-27_sc110,John got Mary and drove her to work.
174152.mp4,Cory_2013-6-27_sc110,John took Mary and drove her to work every day.
174253.mp4,Cory_2013-6-27_sc110,John used to take Mary and drive her to work every day.
174254.mp4,Cory_2013-6-27_sc110,John is constantly driving Mary to work.
174355.mp4,Cory_2013-6-27_sc110,John will drive Mary to work.
174456.mp4,Cory_2013-6-27_sc110,"John won't take Mary to work, he usually takes Amy."
174457.mp4,Cory_2013-6-27_sc110,"John isn't driving Mary to work, he's driving her to school."
174558.mp4,Cory_2013-6-27_sc110,"John doesn't usually take Mary to work, they usually walk to work together."
174659.mp4,Cory_2013-6-27_sc110,It's not raining.
174660.mp4,Cory_2013-6-27_sc110,There's no rain.
174761.mp4,Cory_2013-6-27_sc110,"Wow, it's not raining at all."
840027.mp4,Cory_2013-6-27_sc109,"No, my roommate wasn`t arrested; I just had breakfast with her."
840018.mp4,Cory_2013-6-27_sc109,"No, it`s beautiful outside! The sun`s shining and it`s warm and beautiful!"
840009.mp4,Cory_2013-6-27_sc109,"Yes, I do have homework. I need to write a three-page report."
8399910.mp4,Cory_2013-6-27_sc109,"No, he`s not a vegetarian; he eats meat."
8399811.mp4,Cory_2013-6-27_sc109,"No, we do have class next week."
8399812.mp4,Cory_2013-6-27_sc109,"No, I just came back from dinner. They had ice cream."
8399713.mp4,Cory_2013-6-27_sc109,"No, I just came back from dinner. They had no ice cream."
8399614.mp4,Cory_2013-6-27_sc109,I thought it was terribly boring.
8399515.mp4,Cory_2013-6-27_sc109,"No, he lost all the games."
8399416.mp4,Cory_2013-6-27_sc109,"No, the movie starts at 10."
8399417.mp4,Cory_2013-6-27_sc109,"No, that's not Sarah Jessica Parker, that was Sarah Palin, they're different."
8399318.mp4,Cory_2013-6-27_sc109,"No, he lives in a small apartment in the city."
8399219.mp4,Cory_2013-6-27_sc109,"No, I just finished homework."
8399120.mp4,Cory_2013-6-27_sc109,"No, I've never run a marathon before, and I don't plan to start now."
8399021.mp4,Cory_2013-6-27_sc109,"No, I wasn't old enough to vote at that time."
8398922.mp4,Cory_2013-6-27_sc109,"No, today's Thursday, which means tomorrow's Friday."
8398923.mp4,Cory_2013-6-27_sc109,"No, I'm going to Hawaii for spring break."
8398824.mp4,Cory_2013-6-27_sc109,"Cool? No, McDonald's is a fast food resteraunt, they give out hamburgers."
8398725.mp4,Cory_2013-6-27_sc109,"No, Mitt Romney is a Mormon, but Rick Perry isn't."
8398626.mp4,Cory_2013-6-27_sc109,There's no book on the table.
8398627.mp4,Cory_2013-6-27_sc109,"No, no one has found the umbrella, it's still missing."
8398528.mp4,Cory_2013-6-27_sc109,"Oh no, my mom hates surprises."
8398429.mp4,Cory_2013-6-27_sc109,"Oh no, if there's a hurricane, the game is definitely cancelled."
8398430.mp4,Cory_2013-6-27_sc109,"No, he's only 5'6"", he's short."
8398331.mp4,Cory_2013-6-27_sc109,"What? No, right now we're in an economic crisis."
8398232.mp4,Cory_2013-6-27_sc109,"We can't give out peanut butter, Beth is deathly allergic to peanuts,"
8398233.mp4,Cory_2013-6-27_sc109,Have you ever lived through a winter in Boston? It snows a lot!
8398134.mp4,Cory_2013-6-27_sc109,"No, I'm not scared of heights. What makes you think that?"
8398035.mp4,Cory_2013-6-27_sc109,I just drank it and it tastes fine.
8397936.mp4,Cory_2013-6-27_sc109,Pete loves computers; he has three set up one next to the other at home!
8397937.mp4,Cory_2013-6-27_sc109,"No, it won't rain, but if it does the game will be cancelled for sure."
8397838.mp4,Cory_2013-6-27_sc109,"American Airlines isn't that expensive, but if it was, then I'd be stuck because it's the only airline that flies between Boston and Florida."
8397739.mp4,Cory_2013-6-27_sc109,"I like it, if it has butter, I'm fine with that."
8397740.mp4,Cory_2013-6-27_sc109,"I don't think he was planning to go, but if I see him, I'll have him call you."
8397641.mp4,Cory_2013-6-27_sc109,Who was it that just bought a car?
8397542.mp4,Cory_2013-6-27_sc109,"Someone found my keys, who was it?"
8397543.mp4,Cory_2013-6-27_sc109,Who bought a car?
8397444.mp4,Cory_2013-6-27_sc109,Which one of you found my keys?
8397345.mp4,Cory_2013-6-27_sc109,"When does the party start, at 8 or 9?"
8397246.mp4,Cory_2013-6-27_sc109,Why is Jack nauseated?
8397247.mp4,Cory_2013-6-27_sc109,What kind of car did he buy?
8397148.mp4,Cory_2013-6-27_sc109,Who arrived late?
8397049.mp4,Cory_2013-6-27_sc109,Which college did Mary go to?
8397050.mp4,Cory_2013-6-27_sc109,Who fell in love with Bill?
8396951.mp4,Cory_2013-6-27_sc109,Will Bill move to New York?
8396852.mp4,Cory_2013-6-27_sc109,I don't know if my sister likes Boston.
8396853.mp4,Cory_2013-6-27_sc109,Where did Sue move to?
8396754.mp4,Cory_2013-6-27_sc109,Why is father upset?
8396655.mp4,Cory_2013-6-27_sc109,Which famous actor is Liz related to?
8396656.mp4,Cory_2013-6-27_sc109,How many kids does Phil have?
8396557.mp4,Cory_2013-6-27_sc109,Have Jack and Sue met?
8396458.mp4,Cory_2013-6-27_sc109,Does Jack have money?
8396459.mp4,Cory_2013-6-27_sc109,Did Jack see something weird while he was waiting outside?
8396360.mp4,Cory_2013-6-27_sc109,
8396261.mp4,Cory_2013-6-27_sc109,The game finishes before 6? What time?
8396262.mp4,Cory_2013-6-27_sc109,Are Jen and Joe married?
8396163.mp4,Cory_2013-6-27_sc109,That dog that's chasing the cat isn't mine.
8396064.mp4,Cory_2013-6-27_sc109,Your mom will love the gift you just bought for her.
8395965.mp4,Cory_2013-6-27_sc109,
8395966.mp4,Cory_2013-6-27_sc109,"The man who broke into a house in Newton is probably the same person who broke into a house in Brookline,"
8395867.mp4,Cory_2013-6-27_sc109,"Wow, that coat you just bought looks warm!"
8395768.mp4,Cory_2013-6-27_sc109,The man who was just thrown out of the plane was Alec Baldwin.
8395769.mp4,Cory_2013-6-27_sc109,The cat that my neighbor found was small and hungry.
8395670.mp4,Cory_2013-6-27_sc109,That student who was on the quiz show didn't win.
8395571.mp4,Cory_2013-6-27_sc109,I met a lot of interesting people last night.
8395572.mp4,Cory_2013-6-27_sc109,The watch that my brother just found is real gold!
8395473.mp4,Cory_2013-6-27_sc109,Jim threatened to sue the man who punched him.
8395374.mp4,Cory_2013-6-27_sc109,The DVD that Netflix sent me was all scratched up.
8395375.mp4,Cory_2013-6-27_sc109,The driver of the car that rear-ended me at a red light was talking on the phone at the time.
8395276.mp4,Cory_2013-6-27_sc109,The article you wrote for the Boston Globe was good.
338237.mp4,Cory_2013-6-27_sc108,"If John has a grin on his face, that means he got the job."
338228.mp4,Cory_2013-6-27_sc108,If John stays home it probably means he's sick.
338219.mp4,Cory_2013-6-27_sc108,If it's quiet in here it probably means that there are children upstairs sleeping.
3382110.mp4,Cory_2013-6-27_sc108,"If my son is born tomorrow, he will be born in 2013."
3382011.mp4,Cory_2013-6-27_sc108,"If Mary gets home late, John will probably be upset."
3381912.mp4,Cory_2013-6-27_sc108,"If the people I invited show up late, they will regret it."
3381813.mp4,Cory_2013-6-27_sc108,"If John isn't here, does anyone know where he went?"
3381814.mp4,Cory_2013-6-27_sc108,John isn't here. Does anyone know where he is?
3381715.mp4,Cory_2013-6-27_sc108,"If you want to know, if John wins he will get a teddy bear."
3381616.mp4,Cory_2013-6-27_sc108,If OJ is innocent then my grandma can ride a bike.
3381517.mp4,Cory_2013-6-27_sc108,"When you leave, would you mind closing the gate?"
3381418.mp4,Cory_2013-6-27_sc108,"If he/she leaves, would you mind closing door/gate?"
3381319.mp4,Cory_2013-6-27_sc108,"If Mary is not happy, no one is."
3381320.mp4,Cory_2013-6-27_sc108,"When Mary is not happy, no one is."
3381121.mp4,Cory_2013-6-27_sc108,If the box hasn't arrived yet you should contact Fedex
3381122.mp4,Cory_2013-6-27_sc108,If the box hasn't arrived yet you need to contact Fedex.
3381023.mp4,Cory_2013-6-27_sc108,"If the box hasn't arrived yet, you need to contact Fedex."
3380924.mp4,Cory_2013-6-27_sc108,If my mom has time she will bring cookies.
3380925.mp4,Cory_2013-6-27_sc108,If mom has time she will bring cookies.
3380826.mp4,Cory_2013-6-27_sc108,"If my sister neglects her homework, she won't succeed in school."
3380727.mp4,Cory_2013-6-27_sc108,"If my sister neglects her homework, she won't succeed in school."
3380728.mp4,Cory_2013-6-27_sc108,"If it had rained yesterday, I would've gone to the movies for sure."
3380629.mp4,Cory_2013-6-27_sc108,"If it rained yesterday, I would have gone to the movies."
3380530.mp4,Cory_2013-6-27_sc108,"If it rains tomorrow when I arrive at my uncle's house, I will stay inside."
3380531.mp4,Cory_2013-6-27_sc108,"If it rains tomorrow when I arrive at my uncle's house, I will stay inside."
3380432.mp4,Cory_2013-6-27_sc108,"If it rains tomorrow, that means that when I arrive at my uncle's house, I will stay inside."
3380433.mp4,Cory_2013-6-27_sc108,"If John eats spinach, he will get sick."
3380334.mp4,Cory_2013-6-27_sc108,"If John eats spinach, he will get nauseous and sick."
3380235.mp4,Cory_2013-6-27_sc108,"If there's no time tomorrow, you can wash the car on Monday."
3380236.mp4,Cory_2013-6-27_sc108,"If you don't have time tomorrow, you can wash the car on Monday."
3380137.mp4,Cory_2013-6-27_sc108,I know it's going rain tomorrow.
3380038.mp4,Cory_2013-6-27_sc108,"Last Monday, I knew it would rain the next day."
3380039.mp4,Cory_2013-6-27_sc108,"If we go out to eat, who's paying?"
3379940.mp4,Cory_2013-6-27_sc108,"It doesn't matter if it rains or not, I will still go ahead and go swimming."
3379841.mp4,Cory_2013-6-27_sc108,"If Obama picks a Republican, he will be sorry."
3379742.mp4,Cory_2013-6-27_sc108,"If Obama picks a Republican, he will be sorry."
3379643.mp4,Cory_2013-6-27_sc108,"If you order pizza here, it will be delicious."
3379644.mp4,Cory_2013-6-27_sc108,"If you order pizza here, I guarantee it will be delicious."
3379545.mp4,Cory_2013-6-27_sc108,"If you don't order pizza, you can order pasta instead."
3379446.mp4,Cory_2013-6-27_sc108,"If you don't want pizza, you can order pasta."
3379447.mp4,Cory_2013-6-27_sc108,"If you don't want pizza, you can order pasta."
3379348.mp4,Cory_2013-6-27_sc108,"If a man has a wife, it means he loves her."
3379349.mp4,Cory_2013-6-27_sc108,"If a man has a wife, then he loves her."
3379250.mp4,Cory_2013-6-27_sc108,"If Jack has a wife, then he loves her."
3379151.mp4,Cory_2013-6-27_sc108,"If Jack gets a cat, he will take care of it."
3379152.mp4,Cory_2013-6-27_sc108,Each student that received an award is here watching.
3379053.mp4,Cory_2013-6-27_sc108,"If the student wins an award, he will get a $100 gift card."
3378954.mp4,Cory_2013-6-27_sc108,The student who won the award will get a $100 voucher.
3378955.mp4,Cory_2013-6-27_sc108,"If you find my keys, please give them back to me."
3378856.mp4,Cory_2013-6-27_sc108,"Everytime I go to my uncle's house, he tends to stay inside."
3378757.mp4,Cory_2013-6-27_sc108,"Yesterday, I didn't play any golf."
3378758.mp4,Cory_2013-6-27_sc108,Now I'm reading a book.
3378659.mp4,Cory_2013-6-27_sc108,I just read a book.
3378560.mp4,Cory_2013-6-27_sc108,I just finished reading a book and I noticed there was a page missing.
3378461.mp4,Cory_2013-6-27_sc108,I will read a book.
3378462.mp4,Cory_2013-6-27_sc108,I finished reading the book.
3378363.mp4,Cory_2013-6-27_sc108,"I would read this book, but it's boring."
3378264.mp4,Cory_2013-6-27_sc108,I would've read the book but the beginning was boring.
3378265.mp4,Cory_2013-6-27_sc108,"If the book wasn't boring, I would've read it."
3378166.mp4,Cory_2013-6-27_sc108,"If it's not boring, I will read it."
3378067.mp4,Cory_2013-6-27_sc108,He would read the book if he had time.
3378068.mp4,Cory_2013-6-27_sc108,"If I wasn't so afraid, I would've gone white water rafting."
3377969.mp4,Cory_2013-6-27_sc108,He/she will go to school if it's not canceled.
3377870.mp4,Cory_2013-6-27_sc108,He/she will go to school if it's not cancelled.
3377871.mp4,Cory_2013-6-27_sc108,"If he hadn't lost his ticket, then he could have gone to the play."
3377772.mp4,Cory_2013-6-27_sc108,"If she actually does it, the boss will not yell."
67276671.mp4,Cory_2013-6-27_sc108,"If he actually liked his food, we would have cleaned his plate. He did not, so something is wrong."
627.mp4,Cory_2013-6-27_sc107,The mouse escapes and the cat runs after it. The cat is chasing the mouse and the cat jumps onto the table.
8740.mp4,Cory_2013-6-27_sc107,"A man walking saw money on the ground, and seeing no one was around, he pocketed it."
8841.mp4,Cory_2013-6-27_sc107,That picture you gave me was beautiful.
638.mp4,Cory_2013-6-27_sc107,That man you just met is looking for a job.
649.mp4,Cory_2013-6-27_sc107,"That book you are reading now, I read a long time ago when I was young."
6410.mp4,Cory_2013-6-27_sc107,"The man who is painting my house, my sister knew him from a long time ago."
6511.mp4,Cory_2013-6-27_sc107,They won't catch the thief that stole the paintings.
6612.mp4,Cory_2013-6-27_sc107,The woman who married Prince Charles`s son is famous now.
6713.mp4,Cory_2013-6-27_sc107,The candidate who wins the Republican primary will run against Obama in the next election.
6814.mp4,Cory_2013-6-27_sc107,The sandwich I just ate was delicious!
6815.mp4,Cory_2013-6-27_sc107,"The club you are in, I want to join also.  (""C"" cut off from video!)"
6916.mp4,Cory_2013-6-27_sc107,Whichever team that wins this game will move onto the next game.
7017.mp4,Cory_2013-6-27_sc107,"If it rains, I`ll go home."
7118.mp4,Cory_2013-6-27_sc107,"If you have a book, I will perhaps read it."
7119.mp4,Cory_2013-6-27_sc107,"If you like chocolate, you will love this cake."
7220.mp4,Cory_2013-6-27_sc107,"If he doesn`t pass this course, he can`t graduate."
7321.mp4,Cory_2013-6-27_sc107,"If the president is elected again, my father will be upset."
7422.mp4,Cory_2013-6-27_sc107,"If I forget to go to the store, my mother will be upset."
7523.mp4,Cory_2013-6-27_sc107,"If school is closed tomorrow, kids will play in the snow."
7624.mp4,Cory_2013-6-27_sc107,"If he has time, he will bake cookies."
7625.mp4,Cory_2013-6-27_sc107,"If the weather is warm, we are going to the beach."
7726.mp4,Cory_2013-6-27_sc107,"If he is allergic to peanuts, he cannot eat the cake."
7827.mp4,Cory_2013-6-27_sc107,"If you want, we can work together."
7928.mp4,Cory_2013-6-27_sc107,"If you want to walk, you can walk to the park."
7929.mp4,Cory_2013-6-27_sc107,"When it rains, I have to leave."
8030.mp4,Cory_2013-6-27_sc107,"When you get the book, read chapter two."
8131.mp4,Cory_2013-6-27_sc107,"When you watch that movie, you will remember that famous actor."
8132.mp4,Cory_2013-6-27_sc107,"When I go to Trader Joe`s, I must buy orange juice."
8233.mp4,Cory_2013-6-27_sc107,"When it looks warm out, I must go to the beach."
8334.mp4,Cory_2013-6-27_sc107,"When you finish homework, you can go play outside."
8335.mp4,Cory_2013-6-27_sc107,When did you graduate high school? Will you go to college?
8436.mp4,Cory_2013-6-27_sc107,"When he struggled a lot in school, he became depressed."
8537.mp4,Cory_2013-6-27_sc107,"Once he learns the truth, he will be disgusted."
8638.mp4,Cory_2013-6-27_sc107,"If I'm working and my computer crashes, I will panic."
8639.mp4,Cory_2013-6-27_sc107,"I was driving and I got a flat tire, so I called AAA and they came very quickly."
33102.mp4,Cory_2013-6-27_sc107,"When the party is finished, I can go home."
8942.mp4,Cory_2013-6-27_sc107,Did John buy milk?
8943.mp4,Cory_2013-6-27_sc107,Do you like movies?
9044.mp4,Cory_2013-6-27_sc107,Are you going to the party next week?
9145.mp4,Cory_2013-6-27_sc107,Do you mind helping me?
9246.mp4,Cory_2013-6-27_sc107,Did those girls arrive on time?
9247.mp4,Cory_2013-6-27_sc107,Do you think Obama will be elected again for his second term as president?
9348.mp4,Cory_2013-6-27_sc107,Do you all agree?
9449.mp4,Cory_2013-6-27_sc107,Do you think I should leave now?
9450.mp4,Cory_2013-6-27_sc107,Do you like physics class?
9551.mp4,Cory_2013-6-27_sc107,Is the class tough?
9652.mp4,Cory_2013-6-27_sc107,Is there a lot of homework?
9753.mp4,Cory_2013-6-27_sc107,Did you take an introduction to linguistics class?
9754.mp4,Cory_2013-6-27_sc107,What did John buy yesterday?
9855.mp4,Cory_2013-6-27_sc107,Who loves Mary?
9956.mp4,Cory_2013-6-27_sc107,Which vegetable do the kids love?
9957.mp4,Cory_2013-6-27_sc107,When did Mary buy the car?
58.mp4,Cory_2013-6-27_sc107,How did Father fix the clock?
159.mp4,Cory_2013-6-27_sc107,Where is the family going to tomorrow?
260.mp4,Cory_2013-6-27_sc107,Who lost the key?
261.mp4,Cory_2013-6-27_sc107,What time did my friend arrive?
362.mp4,Cory_2013-6-27_sc107,Why is the teacher upset?
463.mp4,Cory_2013-6-27_sc107,Where did John live last year?
464.mp4,Cory_2013-6-27_sc107,When did the President go to China?
565.mp4,Cory_2013-6-27_sc107,Who left their book in my office?
666.mp4,Cory_2013-6-27_sc107,"So far, no one has approached the new student."
667.mp4,Cory_2013-6-27_sc107,I finished homework last night.
1068.mp4,Cory_2013-6-27_sc107,Ann hates fish but likes chicken.
1169.mp4,Cory_2013-6-27_sc107,"She is fine with broccoli, but she refuses to eat spinach."
1170.mp4,Cory_2013-6-27_sc107,My uncle never vists me.
1271.mp4,Cory_2013-6-27_sc107,My sister only uses Mac computers.
1372.mp4,Cory_2013-6-27_sc107,Boston is a great city.
1473.mp4,Cory_2013-6-27_sc107,My cat only eats cat food.
1474.mp4,Cory_2013-6-27_sc107,My favorite dessert is pumpkin pie.
1575.mp4,Cory_2013-6-27_sc107,I love my new car.
1676.mp4,Cory_2013-6-27_sc107,It could be a tie. It's not clear who really won.
1677.mp4,Cory_2013-6-27_sc107,That dress is not my favorite.
1778.mp4,Cory_2013-6-27_sc107,I've never seen a purple cow.
1879.mp4,Cory_2013-6-27_sc107,My friend doesn't want to go out.
1880.mp4,Cory_2013-6-27_sc107,No one wants to go.
1981.mp4,Cory_2013-6-27_sc107,"No, people won't leave."
2082.mp4,Cory_2013-6-27_sc107,My brother can't help me.
2083.mp4,Cory_2013-6-27_sc107,Nobody is looking to find money.
2184.mp4,Cory_2013-6-27_sc107,The student has not yet read the book.
2285.mp4,Cory_2013-6-27_sc107,"No, I wasn't late; I arrived on time."
2286.mp4,Cory_2013-6-27_sc107,My mom didn't understand the question.
2387.mp4,Cory_2013-6-27_sc107,Jack lied. He's not sick.
2488.mp4,Cory_2013-6-27_sc107,You need to wait. Mom and Dad aren't ready.
2489.mp4,Cory_2013-6-27_sc107,That job isn't hard.
2590.mp4,Cory_2013-6-27_sc107,My friend is thrilled because he won the lottery.
2691.mp4,Cory_2013-6-27_sc107,My father moved here to Chicago.
2692.mp4,Cory_2013-6-27_sc107,Jason is going home because he is hot.
2793.mp4,Cory_2013-6-27_sc107,Who stole the money? Harry stole the money.
2894.mp4,Cory_2013-6-27_sc107,When does rain in Seattle? It rains there everyday.
2895.mp4,Cory_2013-6-27_sc107,Demi Moore's first husband was Bruce Willis.
2996.mp4,Cory_2013-6-27_sc107,You must read the book because there is a test tomorrow.
3097.mp4,Cory_2013-6-27_sc107,What does John eat? He eats caviar. Yuck!
3098.mp4,Cory_2013-6-27_sc107,My best friend visited Boston yesterday.
3199.mp4,Cory_2013-6-27_sc107,The movie starts at 7.
32100.mp4,Cory_2013-6-27_sc107,Wow! That watch costs three thousand dollars!
32101.mp4,Cory_2013-6-27_sc107,I must find a gift for my mom.
24340345.mp4,10-Ben-Conclusion,The discussion so far then shows two different orientations - in relation to the development of language.
24363254.mp4,10-Ben-Conclusion,The growth of signing went in one direction; the growth of speaking went in another.
24428547.mp4,10-Ben-Conclusion,That first pathway has a visual-tactile orientation. The other path is audiovocal.
24480520.mp4,10-Ben-Conclusion,"Deaf people made progress with the growth of signing.  The progress could have been greater, but it wasn't permitted."
29052074.mp4,10-Ben-Conclusion,"Often because judgments come from the audio-oral perspective, the sensory politics results in judgments of broken sounds and harsh noises, This needs to be improved."
29096274.mp4,10-Ben-Conclusion,It's possible to enable people to learn about different orientations.
29112665.mp4,10-Ben-Conclusion,The social institutions influence everything from medication to education. It would be possible to train people to learn to see things in a different way.
29131229.mp4,10-Ben-Conclusion,"In their lives, all Deaf people really experience the hegemony of sound."
29154656.mp4,10-Ben-Conclusion,Many colleagues in cultural and visual studies discuss the role of the senses in today's world.
29238789.mp4,10-Ben-Conclusion,"They talk about the superiority of vision, and the ""tyranny of the hegemony of sound""."
29294470.mp4,10-Ben-Conclusion,"In the hierarchy of the senses, the visual is now placed above sound."
