id	duration	text
00T6xK82A7k_16-5-rgb_front	4.33	There's one here and there's one here on the bottom.
00T6xK82A7k_17-5-rgb_front	8.42	I got my half-inch drive crafts and ratchet with my 17mm 12-point socket.
00T6xK82A7k_18-5-rgb_front	7.71	We'll take and slip it on the mounting bolt there and give it a pop to break it loose.
00T6xK82A7k_2-5-rgb_front	14.21	In this clip, we're going to talk about removing the serpentine belt and the serpentine belt tensioner in order to gain access to our vehicle's thermostat.
00T6xK82A7k_20-5-rgb_front	9.12	You're going to go ahead and repeat the same procedure for the other mounting bolts if there are any present.
00T6xK82A7k_3-5-rgb_front	5.58	This yellow component right here is my thermostat housing.
00T6xK82A7k_4-5-rgb_front	8.96	It's got a small portion of pipe on it as you can see and goes down to the actual housing here.
00T6xK82A7k_5-5-rgb_front	3.38	It has three bolts that hold it down.
00T6xK82A7k_6-5-rgb_front	7.58	And unfortunately enough, Ford decided to bury one of them behind my serpentine belt tensioner.
00T6xK82A7k_7-5-rgb_front	7.71	On your particular vehicle, you may not necessarily have to remove a serpentine belt tensioner.
00T6xK82A7k_8-5-rgb_front	13.62	However, you may have to remove, say an alternator or an A/C compressor, what I'm going to do is go over with you the general removal procedures for a couple of these devices.
00T6xK82A7k_9-5-rgb_front	6.17	In order to remove the serpentine belt, what you have to do is relax the tensioner.
00YBzfWomz8_0-5-rgb_front	3.08	Hi, the drink we're about to make is called Pineapple Cocktail.
00YBzfWomz8_1-5-rgb_front	5.5	Let's go ahead and put some ice in a glass here and measure out one shot of light rum.
00YBzfWomz8_10-5-rgb_front	8.04	And if you like you can garnish that with a pineapple or you can just serve it up as is.
00YBzfWomz8_11-5-rgb_front	0.96	Bottoms up.
00YBzfWomz8_2-5-rgb_front	26.08	With one ounce of light rum, two ounces of pineapple juice and one shot of lemon juice, one ounce and follow that up with a half a shot of grenadine which I have right here.
00YBzfWomz8_3-5-rgb_front	2.71	And we'll go ahead and shake that up.
00YBzfWomz8_4-5-rgb_front	6.33	Get everything mixed together.
00YBzfWomz8_5-5-rgb_front	2.5	There we go.
00YBzfWomz8_6-5-rgb_front	1.62	And we've got our glass here.
00YBzfWomz8_7-5-rgb_front	1.83	Let's go ahead and pour it in.
00YBzfWomz8_8-5-rgb_front	3.88	The last thing we'll do is just top it off with some club soda.
00YBzfWomz8_9-5-rgb_front	5.79	Alright, and we'll add a straw.
00kppw3aqus_0-3-rgb_front	4.63	I just want to say a little bit about allergic reactions and aroma therapies.
00kppw3aqus_1-3-rgb_front	7.3	You know most people they just enjoy the aroma therapies and they, they won't have any reaction.
00kppw3aqus_10-3-rgb_front	5.51	They're wonderful but you know use them, use them a little sparingly when you have to.
00kppw3aqus_11-3-rgb_front	16.22	The other thing to know is if there is any, if you are feeling disoriented or a little bit fuzzy headed or confused that could be a sign that you are getting a little bit high from the essential oil blends but not the right way.
00kppw3aqus_12-3-rgb_front	7.8	And so just kind of look for some of those signs and if you have any of them just stop using whatever it is.
00kppw3aqus_13-3-rgb_front	19.44	If it seems like it's still an agreeable formula for you to use, use it in a smaller amount, use it less frequently and you know use your best judgment and follow your intuition because aroma therapies they are very personal and you can kind of tell what is working for you and what's not.
00kppw3aqus_2-3-rgb_front	8.34	But one thing to bare in mind is everybody is different and the kinds of scents people like vary from one person to the next.
00kppw3aqus_3-3-rgb_front	4.75	It's just like getting a haircut, everybody wants something a little bit different but there are certain common themes.
00kppw3aqus_4-3-rgb_front	19.81	So really something to look out for when you are making aroma therapies is headaches, nausea, rashes, and even a kind of rash where maybe your whole, maybe your skin isn't totally broken out but your skin feels kind of a little bit dry or itchy.
00kppw3aqus_5-3-rgb_front	8.97	That might be an indication that you are either using the wrong aroma therapies or that you are using too much or that you are using them too frequently.
00kppw3aqus_6-3-rgb_front	9.01	For example if you're taking baths every night and you are putting you know essential oils into your bath every night, that is probably too much.
00kppw3aqus_7-3-rgb_front	3.71	You may toxify your system by using too much essential oil.
00kppw3aqus_8-3-rgb_front	4.42	Because again this is something that when it touches your skin, it's going into your blood stream.
00kppw3aqus_9-3-rgb_front	13.76	So you know if you love bath salts, maybe three nights a week is good, maybe four nights a week at the most but you got to give yourself a little time to rest and to not have to interact with the aroma therapies.
00m1mQFF5zo_0-3-rgb_front	4.0	Alright, now let's talk about taking messages.
00m1mQFF5zo_1-3-rgb_front	10.26	And your whole job might be about taking messages, or you might just simply answer the phone for another person, and you'll need to take a message for them.
00m1mQFF5zo_10-3-rgb_front	1.88	"I'll make sure that he gets the message."""
00m1mQFF5zo_11-3-rgb_front	5.26	And then, you have to make sure that that person gets the message.
00m1mQFF5zo_12-3-rgb_front	4.5	It's very, very important that business messages not get dropped through the cracks.
00m1mQFF5zo_13-3-rgb_front	10.51	So take accurate information and pass the message on, immediately, not three days later, but immediately after you record the message.
00m1mQFF5zo_2-3-rgb_front	8.09	It is absolutely crucial that you get a certain amount of information from the person on the other end of the phone.
00m1mQFF5zo_3-3-rgb_front	3.17	And the information must be accurate.
00m1mQFF5zo_4-3-rgb_front	11.34	You need to have their name, the business that they're calling from, if that's applicable, the telephone number, and a brief message.
00m1mQFF5zo_5-3-rgb_front	3.17	Now, I said it is crucial that this information be accurate.
00m1mQFF5zo_6-3-rgb_front	2.0	Well, how do you make sure it's accurate?
00m1mQFF5zo_7-3-rgb_front	1.13	You repeat it.
00m1mQFF5zo_8-3-rgb_front	15.06	"""Okay, this is John Smith from XYZ Corporation, and your phone number is 872-939-4086, and you want to talk to Bob about the planning meeting on Friday."
00m1mQFF5zo_9-3-rgb_front	0.75	Okay, great.
00xgNW3M4-4_0-3-rgb_front	3.29	Hi this is Yolanda Vanveen from vanveenbulbs.com.
00xgNW3M4-4_1-3-rgb_front	4.92	And in this segment we're going to learn about how to plant sunflowers.
00xgNW3M4-4_10-3-rgb_front	8.43	The easiest way that I found to grow seeds is to take the container and open it up.
00xgNW3M4-4_11_12-3-rgb_front	28.9	Then take a napkin or a paper towel and put some seeds into there. And once you've got them into the middle kind of spread them out just a bit because you don't want to be too crowded and then I double it up, and I'll wet that down and then put it into a plastic bag.
00xgNW3M4-4_13-3-rgb_front	1.88	And leave it in the house in a warm spot.
00xgNW3M4-4_14-3-rgb_front	2.54	So the best time to do this is April or May of every year.
00xgNW3M4-4_15-3-rgb_front	2.92	You can also grow a second crop of sunflowers into the summer.
00xgNW3M4-4_16-3-rgb_front	3.25	So you can start another crop of them in July and August as well.
00xgNW3M4-4_17-3-rgb_front	6.63	But the first crop I usually start in April, May and I give it water, put some water in it and leave it just in a drawer.
00xgNW3M4-4_18-3-rgb_front	8.09	And then I'll check on it every couple days and eventually the little seed will start growing, and you'll see just a little sprout.
00xgNW3M4-4_19-3-rgb_front	4.17	And it is at that time I take the sprouts and I put them right into the ground.
00xgNW3M4-4_2-3-rgb_front	2.46	So there's different ways that you can buy your sunflowers.
00xgNW3M4-4_20-3-rgb_front	4.21	And make sure the green is out of the ground and the roots are covered, and I just cover them up.
00xgNW3M4-4_21-3-rgb_front	2.04	And they will grow very quickly from there.
00xgNW3M4-4_22-3-rgb_front	4.88	You just put some seed starter mix in here and sprinkle just a few seeds in each one.
00xgNW3M4-4_23-3-rgb_front	2.42	And give it lots of water and make sure to mist it.
00xgNW3M4-4_24-3-rgb_front	6.21	Don't just pour water on it, the key is to mist the starter, mist the seeds and they'll start growing.
00xgNW3M4-4_25-3-rgb_front	3.55	And once they get a pretty good root base then I'll turn around and plant them in the ground.
00xgNW3M4-4_26-3-rgb_front	2.71	Either way I've had great success with sunflowers.
00xgNW3M4-4_27-3-rgb_front	4.38	I've put them right into the ground before and I didn't even start them ahead of time, and they've grown well.
00xgNW3M4-4_28-3-rgb_front	1.63	These came in from the neighbor's yard.
00xgNW3M4-4_29-3-rgb_front	1.96	The birds brought them or they just flew over here.
00xgNW3M4-4_3-3-rgb_front	10.47	A lot of times you buy them in containers already growing and when they're already growing you really don't have too much but turn around and transplant that pot right into the ground.
00xgNW3M4-4_30-3-rgb_front	3.21	Either way they're so easy to grow and such a rewarding plant.
00xgNW3M4-4_4-3-rgb_front	2.75	So just make sure that it gets enough sun.
00xgNW3M4-4_5-3-rgb_front	2.21	That's the key
00xgNW3M4-4_6-3-rgb_front	2.04	Sunflowers will not do well in the shade.
00xgNW3M4-4_7-3-rgb_front	3.38	When you purchase a sunflower in a pot they're easy, you just transplant them.
00xgNW3M4-4_8-3-rgb_front	8.47	You can leave them in the pot or you can put them right into the ground either way but make sure that you leave the dirt around the root so that they don't get too dried out.
00xgNW3M4-4_9-3-rgb_front	4.75	When you're growing sunflowers from seed there's a lot of easy tricks that you can do.
01Dnm-s8rNI_0-3-rgb_front	0.92	Hi, I'm Jeanette Welker.
01Dnm-s8rNI_1-3-rgb_front	9.33	I'm a Family Nurse Practitioner, practicing in Eugene, Oregon, at Oregon Optimal Health, and I can tell you about one of the funniest times that I came to work.
01Dnm-s8rNI_2-3-rgb_front	7.67	The very first job that I got as a Nurse Practitioner, was with the University of New Mexico, in their Maternity and Infant Care Project.
01Dnm-s8rNI_3-3-rgb_front	17.17	Doing that particular job, we did not only prenatal care for pregnant women, but we also were able to do Wellness, follow up visits for their babies and infants, up to the age, of about two years of age.
01Dnm-s8rNI_4-3-rgb_front	9.83	I arrived early in a rural part of New Mexico, to do cancer screening, and opened up the doors, and lo and behold, there were two clients already waiting there for me.
01Dnm-s8rNI_5-3-rgb_front	2.29	They were bats attached to the walls.
01Dnm-s8rNI_6-3-rgb_front	13.71	I had to get brooms out and encourage them to go outward, so that we could bring our real clients in, and that was the start of a day of, a batty start to a day.
01G_nWgaYAQ_1-3-rgb_front	3.46	Today I would be talking about how to tack up a horse.
01G_nWgaYAQ_10-3-rgb_front	6.92	As you put the nose band on, the nose band should be snugged.
01G_nWgaYAQ_11-3-rgb_front	12.04	As we put the throat latch on, you still want to be able to fit about a fist right here.
01G_nWgaYAQ_12-3-rgb_front	7.5	It is important that you don't make this one too tight cause then when they go to flex, it can cut off some circulation.
01G_nWgaYAQ_2-3-rgb_front	4.79	Now that the bridle is on, you want to make sure that it is fitted well.
01G_nWgaYAQ_3-3-rgb_front	6.12	You want to make sure that the bit is high enough, that there is 2-3 wrinkle in the corner of his mouth.
01G_nWgaYAQ_4-3-rgb_front	3.88	Right now there is non.
01G_nWgaYAQ_5-3-rgb_front	9.21	So tighten that up.
01G_nWgaYAQ_6-3-rgb_front	9.29	So now you can see that there is wrinkles in the corner of his mouth and it always important to put the pieces in the keepers.
01G_nWgaYAQ_7-3-rgb_front	8.54	Now adjusting the nose band, you want to make sure that the nose band goes underneath the cheek pieces.
01G_nWgaYAQ_8-3-rgb_front	4.75	It is just a little higher of the bit but just underneath his cheek bone there.
01G_nWgaYAQ_9-3-rgb_front	6.5	So I'm going to put that up a couple of holes once again tucking each piece under its keeper.
01KR04fE7Fw_0-3-rgb_front	0.33	Hi!
01KR04fE7Fw_2-3-rgb_front	7.62	I'm soaking my feet in a plain plastic basin with the Epsom salt in bath temperature water.
01KR04fE7Fw_3-3-rgb_front	11.79	You could also purchase basin that plug into the wall that have a warmer in them and vibrate and tingle your feet which also feels really really good to your feet.
01KR04fE7Fw_4-3-rgb_front	8.62	You soak for about 10-15 minutes although you want to stay longer because it feels so good.
01KR04fE7Fw_5-3-rgb_front	18.46	But, I have been here for about 15 minutes and now I'm going to take one of my feet out of the water and use the pumice stone on the heels and just scrap the dead skin of the heels.
01KR04fE7Fw_6-3-rgb_front	13.21	Because I have soaked and because I have used the Epsom salt the pumice stone works really well removing the dead skin and makes the heels feel very very soft.
01KR04fE7Fw_7-3-rgb_front	9.67	I will continue on doing this one sometimes you have dry skin and person has dry skin up in this area from shoes.
01KR04fE7Fw_8-3-rgb_front	5.29	Basically you could do the right foot and I will continue on with the other one.
01j1UveqztE_0-3-rgb_front	3.42	We are talking about the home office and how to be productive.
01j1UveqztE_1-3-rgb_front	3.46	So for me I've found that environment is very important.
01j1UveqztE_10-3-rgb_front	11.33	I got things done but I can tell you it wasn't nearly to the level where I am able to be productive now so I would highly recommend even if you don't have an entire room that you can stake out for yourself.
01j1UveqztE_11-3-rgb_front	1.75	I do think that is idea.
01j1UveqztE_12-3-rgb_front	5.29	Even if you can't do that though, make sure that there is a corner or an area of the house that is yours.
01j1UveqztE_13-3-rgb_front	1.5	That is your work station.
01j1UveqztE_14-3-rgb_front	22.17	That is where you go when you are working and that your family and your loved ones, your children, whoever might be a distraction know that when you are there working, you're working and that is your work time and just kind of, if you set those boundaries right from the start then it should be a lot easier for you down the road and when you sit there you will have that psychological trigger of oh, this is my work station, this is where I work.
01j1UveqztE_15-3-rgb_front	2.33	It just kind of helps you over time be a lot more productive.
01j1UveqztE_2-3-rgb_front	8.88	When I first started working remotely or from home I found that I just kind of would work wherever I could.
01j1UveqztE_3-3-rgb_front	0.92	I had a laptop.
01j1UveqztE_4-3-rgb_front	20.42	I was sitting on the couch with the TV on one day and maybe I would be sitting in my room writing, typing while I am sitting on my bed another day and what I came to find out was that just really wasn't conducive for me being productive so what I did was I got a room all to myself.
01j1UveqztE_5-3-rgb_front	1.04	This is my home office.
01j1UveqztE_6-3-rgb_front	2.58	I designate it as my space.
01j1UveqztE_7-3-rgb_front	5.62	I decorated it the way I wanted to in a way that made me feel calm and allows me to think clearly.
01j1UveqztE_8-3-rgb_front	4.25	I think that environment is very important for productivity.
01j1UveqztE_9-3-rgb_front	6.46	Looking back I don't even know how I got anything done sitting on the couch with people walking around, talking to me, interrupting me.
01m9yM04RwY_0-3-rgb_front	3.12	Okay, the drink we're about to make is called Emerald Isle Cocktail.
01m9yM04RwY_1-3-rgb_front	4.04	And this is going to be served as a martini, up, with no ice.
01m9yM04RwY_10-3-rgb_front	5.21	Since we're serving it up, want to make sure you shake it very well before you pour.
01m9yM04RwY_11-3-rgb_front	0.96	And that'll do it.
01m9yM04RwY_11_12_13_14_15-3-rgb_front	12.42	And that'll do it. Go ahead and grab your glass. And strainer. And pour it in. Got a nice, pretty green color.
01m9yM04RwY_12-3-rgb_front	1.71	Go ahead and grab your glass.
01m9yM04RwY_13-3-rgb_front	0.67	And strainer.
01m9yM04RwY_14-3-rgb_front	0.92	And pour it in.
01m9yM04RwY_15-3-rgb_front	3.17	Got a nice, pretty green color.
01m9yM04RwY_16-3-rgb_front	1.0	There we go.
01m9yM04RwY_17-3-rgb_front	1.12	That'll do it.
01m9yM04RwY_18-3-rgb_front	1.42	Emerald Isle Cocktail.
01m9yM04RwY_19-3-rgb_front	0.67	Bottoms up.
01m9yM04RwY_2-3-rgb_front	6.67	So if you get your martini glass ready with some water and ice in it, let that sit for about thirty seconds, and it'll be nice and chilled when you're ready to serve.
01m9yM04RwY_3-3-rgb_front	2.88	All right, measure out two ounces of gin.
01m9yM04RwY_4-3-rgb_front	0.67	There we go.
01m9yM04RwY_5-3-rgb_front	3.58	And follow that up with a half a shot of green creme de menthe.
01m9yM04RwY_6-3-rgb_front	3.83	And last we will add three dashes of bitters.
01m9yM04RwY_7-3-rgb_front	4.04	There's one, two, and three.
01m9yM04RwY_8-3-rgb_front	1.38	Now, let's mix this up real well.
01m9yM04RwY_9-3-rgb_front	0.88	Get it nice and cold.
01okYWMvD-0_0-3-rgb_front	6.46	Hello, my name is Sophia, I own the salon in Austin, Texas, Sophia Beauty Barber Salon.
01okYWMvD-0_1-3-rgb_front	7.5	A lot of people, they have problems with back wrinkles and how we could remove back wrinkles perfectly.
01okYWMvD-0_2-3-rgb_front	4.75	A lot of things on the market, some people get confused.
01okYWMvD-0_3-3-rgb_front	8.62	And one of the best back wrinkle remover is the anti-aging cream and it's from Energy, it's on of the best.
01okYWMvD-0_4-3-rgb_front	16.71	And also you could you use Aloe-Vera sometimes to remove the back wrinkle and sometimes we could use vitamin E, vitamin E is perfect way for the, removes the back wrinkles.
01okYWMvD-0_5-3-rgb_front	13.38	And that's the way you could remove the back wrinkles, Energy, Aloe-Vera, vitamin E is one of the best in the market today we could trust.
01ucR6XreJw_1-5-rgb_front	0.96	My name is Brandon.
01ucR6XreJw_10-5-rgb_front	5.92	Take the very end of the rope, pass it to the front of the loop, pull through.
01ucR6XreJw_11-5-rgb_front	3.12	When you pull the knot tight, it should come out looking like an 8.
01ucR6XreJw_12-5-rgb_front	1.67	This called the figure 8 knot.
01ucR6XreJw_13-5-rgb_front	6.17	What you're going to do next is retrace this knot to your harness tying yourself in.
01ucR6XreJw_3-5-rgb_front	2.42	The first step to getting on the wall is to tie in.
01ucR6XreJw_4-5-rgb_front	5.83	When you approach the wall, look up, separate the ropes and grab the rope closest the wall.
01ucR6XreJw_5-5-rgb_front	1.54	This is going to be the climber's rope.
01ucR6XreJw_6-5-rgb_front	4.12	Next, grab the very end of that rope in your right hand.
01ucR6XreJw_7-5-rgb_front	2.0	Pull an arm's span of slack through.
01ucR6XreJw_8-5-rgb_front	6.46	Next step, make a pinch in the rope with the end of the rope on the right side and drop it from your right hand.
01ucR6XreJw_9-5-rgb_front	8.29	Double check to make certain that the end of the rope is in the right side of the loop, wrap the rope clock wise around the loop.
025gAKRCIKY_0_1-3-rgb_front	5.92	How are you doing my name is Lars Eric Robinson I'm with LarsEr Arts All Around Art-tainment. I'm a freelance illustrator.
025gAKRCIKY_10-3-rgb_front	7.04	It should come straight off, there's other cleaning mediums out there that you can look for too, they have a powder form that should be able to take your paint right off.
025gAKRCIKY_11-3-rgb_front	4.5	Hope that explains to you what we go through as artists to try to get our paint off our clothes.
025gAKRCIKY_12-3-rgb_front	0.75	Thank you so much.
025gAKRCIKY_2-3-rgb_front	7.21	Today I'm going to talk about something that's you probably want to know about if you are painting and you are working and you are having clothes and you don't want to get anything on it.
025gAKRCIKY_3-3-rgb_front	4.21	As you can tell right here I have a paint stain right here on my pants.
025gAKRCIKY_4-3-rgb_front	5.75	You take mineral spirits, the same medium thinner that you are using for your oils.
025gAKRCIKY_5-3-rgb_front	2.17	You dab it on both sides, you put it on there.
025gAKRCIKY_6-3-rgb_front	2.92	Once you notice it dropped on there, you let it soak.
025gAKRCIKY_7-3-rgb_front	10.54	Then maybe when you are done at the end of the day, you could take this same stain that you have on there, and you put your dish washing soap on both sides and rub it in.
025gAKRCIKY_8-3-rgb_front	2.33	And then wash it, just like a normal clothes.
025gAKRCIKY_9-3-rgb_front	15.17	It should definitely be able to come out, so just remember you use this paint thinner that you had, that you were painting with and just dab it on there, you can scrub it a little bit and then when you are done just wash it like a normal clothes.
028cpYJmYAk_1-8-rgb_front	1.17	My name is Leta Koontz.
028cpYJmYAk_10-8-rgb_front	0.96	To come out of the pose just release your fingers and release your foot.
028cpYJmYAk_2-8-rgb_front	5.21	I'm a yoga instructor at Schoolhouse Yoga located in Pittsburgh, Pennsylvania.
028cpYJmYAk_4-8-rgb_front	0.75	Mermaid pose.
028cpYJmYAk_5-8-rgb_front	3.62	From here, you're going to bring your right knee in front of you.
028cpYJmYAk_6-8-rgb_front	4.25	Again, keeping the belly drawn in, you're going to reach back and take your left ankle.
028cpYJmYAk_7-8-rgb_front	3.96	Start to draw the heel of your left foot in towards your left hip.
028cpYJmYAk_8-8-rgb_front	3.33	You can stay here for a breath or two to get a nice long quadricep.
028cpYJmYAk_9-8-rgb_front	7.54	Then you can bring the hand into the armpit or into the edge of the elbow, bring your right hand back, release your fingers, and look forward.
02CpakICRL4_1-8-rgb_front	5.42	Learning the cross body throw begins with grip the thumb is on the top, and the fingers are on the bottom.
02CpakICRL4_2-8-rgb_front	7.54	You can extend your index finger out on the side when you release the outside edge the edge away from your hand should be up.
02CpakICRL4_3-8-rgb_front	7.92	This edge cuts into the air and gives the disc it's lift the arm and follow through point towards the target.
02CpakICRL4_4-8-rgb_front	7.54	This throw put right spin on the disc for a lefty all the right and left things are opposite.
02CpakICRL4_5-8-rgb_front	13.75	The legs make a line into the target when we release our right foot is forward this is probably the most common throw in the one that most of us start with.
02CpakICRL4_6-8-rgb_front	8.79	By throwing the cross body like slightly up hill sort of speak it slows the disc down and makes it easier to catch and do tricks.
02CpakICRL4_7-8-rgb_front	10.79	Using a pass catch we can get set up for the cross body throw for the pass catch just step aside and as it's passing you grab it on the back side.
02CpakICRL4_8-8-rgb_front	5.75	I'll cover it in detail in another clip this is a great throw when your playing close together.
02LnULLXds4_0-8-rgb_front	1.38	Color is relative!
02LnULLXds4_1-8-rgb_front	3.54	And that is the one rule that you really need to remember.
02LnULLXds4_10-8-rgb_front	4.12	But in a different ground, this pink looks different.
02LnULLXds4_11-8-rgb_front	2.88	That means that you've got an awful lot of color testing in front of you.
02LnULLXds4_12-8-rgb_front	4.5	I'm just going to show you again a dark pink here.
02LnULLXds4_13-8-rgb_front	2.04	And again the same thing happens.
02LnULLXds4_14-8-rgb_front	1.42	This is looking more purple.
02LnULLXds4_15-8-rgb_front	1.79	This is looking very purple actually.
02LnULLXds4_16-8-rgb_front	2.04	And this again looks more orange.
02LnULLXds4_17-8-rgb_front	4.29	This is, happens something to do A with the fact that the colors are mixed.
02LnULLXds4_18-8-rgb_front	3.08	I mean the blue is straight out of the jar as is the red.
02LnULLXds4_19-8-rgb_front	1.62	The pink I had to mix.
02LnULLXds4_2-8-rgb_front	6.0	Every time you change a color, in a painting you change everything else that is happening around it.
02LnULLXds4_20-8-rgb_front	1.33	Now I mixed the pink with white.
02LnULLXds4_21-8-rgb_front	1.21	You know got to get it lighter.
02LnULLXds4_22-8-rgb_front	1.46	And I put in a little blue.
02LnULLXds4_23-8-rgb_front	10.42	What happens is, the red sucks up all the colors in the light spectrum except red.
02LnULLXds4_24-8-rgb_front	4.21	Then you've got this on top, and it's going to respond more blue.
02LnULLXds4_25-8-rgb_front	4.12	On the blue where every color but blue is being sucked up.
02LnULLXds4_26-8-rgb_front	1.96	Then this responds differently.
02LnULLXds4_27-8-rgb_front	3.58	There is sort of no more blue, so it becomes more on the orange side.
02LnULLXds4_28-8-rgb_front	11.04	So weather it's a dark or a light color, the fact that it's a mixed color, when it's next to something different.
02LnULLXds4_29-8-rgb_front	2.17	Again I'm going to move this down here.
02LnULLXds4_3-8-rgb_front	2.04	This is just a very simple test.
02LnULLXds4_30-8-rgb_front	1.25	That's the same color.
02LnULLXds4_31-8-rgb_front	2.08	But you wouldn't think it to look up here.
02LnULLXds4_32-8-rgb_front	5.67	So that's the foot of the very basic idea behind color adjust position.
02LnULLXds4_4-8-rgb_front	3.46	This color looks sort of like a blue pink.
02LnULLXds4_5-8-rgb_front	2.75	This looks kind of like a orange corral pink.
02LnULLXds4_6-8-rgb_front	2.0	These are in fact the same pink.
02LnULLXds4_7-8-rgb_front	0.67	Let me prove it.
02LnULLXds4_8-8-rgb_front	2.5	The same pink!
02LnULLXds4_9-8-rgb_front	2.29	I cut them off out, off of the same stripe.
02M-Xcs3X30_0-3-rgb_front	4.25	Hi, I'm William Richey, I'm the executive manager for American Eagle Security in Springfield Oregon.
02M-Xcs3X30_1-3-rgb_front	5.29	The reason I became a security officer was to use it as a stepping stone to get into law enforcement.
02M-Xcs3X30_2-3-rgb_front	7.92	A lot of people when they get out of high school, or out of college, or right out of the military, want to work in law enforcement.
02M-Xcs3X30_3-3-rgb_front	14.08	And security is a good stepping stone, it gets them out onto the street, it gets them some experience, dealing with the public, and seeing the type of crimes that happens, and helps them with their career path moving towards law enforcement.
02M-Xcs3X30_4-3-rgb_front	7.42	I myself ended up enjoying security so much that I ended up making it a career, and never pursued the law enforcement aspect of it.
02M-Xcs3X30_5-3-rgb_front	7.75	And I've been doing security now for about 15 years, and I've enjoyed every year of it.
02M-Xcs3X30_6-3-rgb_front	2.21	And that's why I became a security officer.
02QGTJlJYnM_0-8-rgb_front	4.62	I'm now going to pursue working on Pam's bikini line.
02QGTJlJYnM_1-8-rgb_front	6.58	In many times, incidences in my salon I have women that want all the hair off.
02QGTJlJYnM_10-8-rgb_front	4.46	But the nice thing about Pam is that she has light skin.
02QGTJlJYnM_11-8-rgb_front	1.88	So this would work on a laser.
02QGTJlJYnM_12-8-rgb_front	5.17	But not at the best potential like a white skinned person and a dark, dark haired person.
02QGTJlJYnM_13-8-rgb_front	1.75	So she wants electrology.
02QGTJlJYnM_14-8-rgb_front	1.17	She really believes in it.
02QGTJlJYnM_15-8-rgb_front	3.54	She's had great success with it and that's what we're going to do.
02QGTJlJYnM_16-8-rgb_front	6.42	So now we're just going to slide each one of these down, this probe, down each one of these follicles.
02QGTJlJYnM_17-8-rgb_front	1.62	And this hair is a little heavier.
02QGTJlJYnM_18-8-rgb_front	2.71	And this is they call terminal sexual hair.
02QGTJlJYnM_19-8-rgb_front	2.04	It's deeper and it's a little stronger.
02QGTJlJYnM_2-8-rgb_front	10.96	And when the hair is dark, like I said before, I'm going to tell them I think, and this is my opinion, I think laser is going to be the better choice for you.
02QGTJlJYnM_20-8-rgb_front	6.42	As you can see if I was to hold up that hair, that it's deeper than a lot of the other hairs in the body.
02QGTJlJYnM_21-8-rgb_front	9.21	If you measure on the probe how deep it is, so that tells you just how deep your insertion should be.
02QGTJlJYnM_3-8-rgb_front	9.5	But when it's a woman that has sporadic hair on the side or here and there, strays and some cleanup work, I would advise electrology.
02QGTJlJYnM_4-8-rgb_front	7.21	And especially if that hair is light in color because energy of a laser is not going to work on lighter hair.
02QGTJlJYnM_5-8-rgb_front	9.67	It doesn't have the melanin for the laser to be attracted to it and cause the heat to go into the follicle and destroy the germitive cells.
02QGTJlJYnM_6-8-rgb_front	6.17	But when it comes to electrology, each hair no matter what the color is, it's going to work on.
02QGTJlJYnM_7-8-rgb_front	4.88	So in that fashion we're going to go in and we're going to look, assess the area.
02QGTJlJYnM_8-8-rgb_front	2.29	Pam's hair is not very dark.
02QGTJlJYnM_9-8-rgb_front	2.33	It really is kind of a dark blonde.
02WRxAwx-Bo_1-8-rgb_front	3.29	Now, I'm going to show you how to make one of my favorite holiday punches.
02WRxAwx-Bo_10-8-rgb_front	1.67	And, we're going to get our wooden spoon.
02WRxAwx-Bo_11-8-rgb_front	1.92	Just mix all of the ingredients together.
02WRxAwx-Bo_12-8-rgb_front	1.88	So, you can get acquainted with one another.
02WRxAwx-Bo_13-8-rgb_front	6.88	And, we're going to take it over to our stove top where our sauce pan will be ready to go and on medium.
02WRxAwx-Bo_14-8-rgb_front	1.29	Let's go over there.
02WRxAwx-Bo_15-8-rgb_front	6.5	So, in the pan we're going to be heating our four cups of cranberry juice with the cloves, the hint of nutmeg and the cinnamon sticks.
02WRxAwx-Bo_16-8-rgb_front	2.88	And, we're going to add some honey.
02WRxAwx-Bo_17-8-rgb_front	5.08	We need to make sure that we stir until the honey as completely dissolved.
02WRxAwx-Bo_18-8-rgb_front	3.04	And, of course the juice is nice and warm.
02WRxAwx-Bo_19-8-rgb_front	0.88	That should be enough.
02WRxAwx-Bo_2-8-rgb_front	4.75	This is called the non-alcoholic Spiced Punch and it's very quick and easy to make.
02WRxAwx-Bo_20-8-rgb_front	2.71	But, if you like honey, feel free to add a little more.
02WRxAwx-Bo_21-8-rgb_front	15.25	Now, we're going to bring the punch over to our bowl.
02WRxAwx-Bo_22-8-rgb_front	11.58	Make sure you do it very gently, so you don't get burned.
02WRxAwx-Bo_23-8-rgb_front	3.17	The non-alcoholic Spiced Punch serves six to eight people.
02WRxAwx-Bo_24-8-rgb_front	7.54	And, typically it would be served in a mug or a teacup garnished with about two little sticks of cinnamon and that's it.
02WRxAwx-Bo_25-8-rgb_front	1.88	The non-alcoholic Spiced Punch.
02WRxAwx-Bo_3-8-rgb_front	0.96	But, so good.
02WRxAwx-Bo_4-8-rgb_front	11.83	You're going to need four cups of cranberry juice, honey just for the taste, a few sticks of cinnamon, a pinch of nutmeg and about three to four cloves.
02WRxAwx-Bo_5-8-rgb_front	3.96	Now, I'm going to bring over here my punch bowl to mix all the things in.
02WRxAwx-Bo_6-8-rgb_front	3.17	And, you can start your stove top at about medium.
