video_name,caption,compound_score,emotion
00DKFksyVnQ_9-5-rgb_front,"If you're a morning person, exercise in the morning, if you're a night person, you get a big kick at night, exercise at night.",0.0,Neutral
00Fc7cZX1gM_0-5-rgb_front,We have 2 different receipts to show you a peanut butter fudge pie and a peanut butter meringue pie.,0.0,Neutral
00Fc7cZX1gM_1-5-rgb_front,The peanut butter fudge pie is made with a cream cheese peanut butter filling and the peanut butter meringue pie is made with a peanut butter and pudding filling and topped with a nice meringue.,0.4215,Positive
00Fc7cZX1gM_10-5-rgb_front,"The first pie we would be making today is a peanut butter fudge pie it has a creamy peanut butter filling, a fudgy layer of chocolate ganache and a crunchy graham cracker crust.",0.0,Neutral
00Fc7cZX1gM_11-5-rgb_front,Let's get our ingredients together to make sure we have everything we need.,0.3182,Somewhat Positive
00Fc7cZX1gM_12-5-rgb_front,"For the graham cracker crust we will be using 1 1/2 cups of ground up graham crackers, this 1 1/2 cups is also 1 package of the graham crackers ground up or 5 ounces if you want to weigh it.",0.0772,Neutral
00Fc7cZX1gM_13-5-rgb_front,You can buy it ground up or you can buy it the cracker form.,0.0,Neutral
00Fc7cZX1gM_14-5-rgb_front,1/4 cup of sugar and 1/3 cup of margarine.,0.0,Neutral
00Fc7cZX1gM_15_16-5-rgb_front,For the ganache layer we are going to use a ganache layer and a ganache topping we are using 8 ounces of the semi sweet chocolate and a 1/2 cup of cream.,0.4588,Positive
00Fc7cZX1gM_17-5-rgb_front,"For the peanut butter cream mixture we are using a cup of confectioner's sugar, 1/2 cup of creamy peanut butter I'm using the natural type peanut butter, a teaspoon of vanilla, 8 ounces of cream cheese you can use the creamy cream cheese or you can use the block style both would work fine and 1 cup of whipping cream.",0.1531,Somewhat Positive
00Fc7cZX1gM_18-5-rgb_front,At this point we're talking about securing the artwork to the thermographic paper.,0.3182,Somewhat Positive
00Fc7cZX1gM_19-5-rgb_front,I personally glove up when I do this because of the purple ink seems just to get everywhere.,0.0,Neutral
00Fc7cZX1gM_2-5-rgb_front,And we have two choices that we can use.,0.0,Neutral
00Fc7cZX1gM_20-5-rgb_front,"We can use one, a ball point pen or we can use a mechanical pencil.",0.0,Neutral
00Fc7cZX1gM_21-5-rgb_front,The ball point pen is usually better because you can press harder and it gets a better transfer on the hand drawing of these stencils.,0.8402,Extremely Positive
00Fc7cZX1gM_22-5-rgb_front,But now the mechanical pencil is a finer type.,0.0,Neutral
00Fc7cZX1gM_23-5-rgb_front,"And in this particular case, that is what we need.",0.0,Neutral
00Fc7cZX1gM_24-5-rgb_front,So I'm going to use the mechanical pencil on this particular one.,0.0,Neutral
00Fc7cZX1gM_3-5-rgb_front,I'm going to press hard and I'm going to get the nice crisp detail.,0.34,Somewhat Positive
00Fc7cZX1gM_4-5-rgb_front,And I'm going to show you how to do that.,0.0,Neutral
00Fc7cZX1gM_5-5-rgb_front,"So at this point, I got gloves on, I've got the thermograph paper cut to size.",-0.2732,Somewhat Negative
00Fc7cZX1gM_6-5-rgb_front,I've got the customer's artwork that I have positioned vertically as opposed to horizontally.,0.0,Neutral
00Fc7cZX1gM_7-5-rgb_front,Which he picked the font out online.,0.0,Neutral
00Fc7cZX1gM_8-5-rgb_front,So I'm going to secure it to the paper here by doing this.,0.34,Somewhat Positive
00Fc7cZX1gM_9-5-rgb_front,Using some surgical tape and you don't want the image to shift around because you don't want any ghosting of the images.,-0.1139,Somewhat Negative
00T6xK82A7k_1-5-rgb_front,"As you can see, some of this line work here is very detailed and very defined.",0.0,Neutral
00T6xK82A7k_10-5-rgb_front,"And you know it's a very simple piece, but there's no room for error with this.",-0.7469,Negative
00T6xK82A7k_11-5-rgb_front,So what we do is we secure the artwork to here using surgical tape.,0.34,Somewhat Positive
00T6xK82A7k_12-5-rgb_front,There is a difference between real goals and fake goals.,-0.4767,Negative
00T6xK82A7k_13-5-rgb_front,In order to come across as passionate about your platform you must have real goals.,0.5267,Positive
00T6xK82A7k_14-5-rgb_front,"An example of an empty goal would be, I plan to make a difference in the lives of children because they are our future.",-0.2023,Somewhat Negative
00T6xK82A7k_15-5-rgb_front,"And what I've just demonstrated does not tell anyone that I know anything about my platform, so let me rephrase it in a more specific way.",0.0,Neutral
00T6xK82A7k_16-5-rgb_front,I plan to help the children of this neighborhood who are experiencing neglect and poverty because I've been there myself.,-0.5574,Negative
00T6xK82A7k_17-5-rgb_front,I want to form an after school program that involves at risk teens be able to overcome their differences so that we can bridge the gaps of our society and our future.,-0.2023,Somewhat Negative
00T6xK82A7k_18-5-rgb_front,Be confident about your goals and let them know that this is something that you want to do.,0.5423,Positive
00T6xK82A7k_2-5-rgb_front,Be confident about your goals and state specifically how you plan to reach those goals.,0.5106,Positive
00T6xK82A7k_20-5-rgb_front,"Often, clients tell me they get really sore in their wrists, so I'm going to at least teach you some tricks of the trade to keep the energy focused on the forearms and out of the wrists, when you're balancing on the hands, which is what's going to happen in our next frames.",0.1045,Somewhat Positive
00T6xK82A7k_3-5-rgb_front,That's the way to stay out of the wrists.,0.0,Neutral
00T6xK82A7k_4-5-rgb_front,"So, spreading the fingers wide, root down with the first knuckle of the first finger, and she's already doing that, as opposed to",0.0,Neutral
00T6xK82A7k_5-5-rgb_front,"That puts a lot of pressure in the wrist, so spread it long, and let that energy radiate out through, radiate out through the fingertips, and then press into the floor like you're pushing the floor down with the fingertips.",0.34,Somewhat Positive
00T6xK82A7k_6-5-rgb_front,"Now, she's got a real firm hold on the forearms.",0.0,Neutral
00T6xK82A7k_7-5-rgb_front,That's a great way to do that.,0.6249,Positive
00T6xK82A7k_8-5-rgb_front,"The other thing is to keep the shoulder directly above the wrist, not forward from it.",0.0,Neutral
00T6xK82A7k_9-5-rgb_front,"When she moves the weight forward that puts a lot more stress on the wrists, so we'll come back, and all of your arm bouncing will generally have, will bend the elbow to keep this crease at a ninety degree angle, so when we come forward bending the elbow",-0.4754,Negative
00YBzfWomz8_0-5-rgb_front,"And then come back up, very nice.",0.4754,Positive
00YBzfWomz8_1-5-rgb_front,Let's take it back,0.0,Neutral
00YBzfWomz8_10-5-rgb_front,BRYAN BILLHIMER: Hi.,0.0,Neutral
00YBzfWomz8_11-5-rgb_front,I have a few different ones here.,0.0,Neutral
00YBzfWomz8_2-5-rgb_front,They're--they differ in thickness and size.,0.0,Neutral
00YBzfWomz8_3-5-rgb_front,That's a medium pick.,0.0,Neutral
00YBzfWomz8_4-5-rgb_front,"I like to actually these smaller ones that are even thicker 'cause I don't like--sometimes, when you pick a string, they'll bend, these don't.",0.3612,Somewhat Positive
00YBzfWomz8_5-5-rgb_front,"These might bend, have a little more give in 'em, but whatever--basically, whatever you feel most comfortable with.",0.7086,Positive
00YBzfWomz8_6-5-rgb_front,"And we're also going to need a couple of sheets of notebook paper and a pen, and if you have a music stand handy, that would be good, too.",0.4404,Positive
00YBzfWomz8_7-5-rgb_front,So now we're going to go into a little bit of knowledge about the parts and terminology of the guitar.,0.0,Neutral
00YBzfWomz8_8-5-rgb_front,Okay.,0.2263,Somewhat Positive
00YBzfWomz8_9-5-rgb_front,So the first thing we're going to do is talk about some of the things you're going to need.,0.0,Neutral
00kppw3aqus_0-3-rgb_front,"Obviously, you're going to need a guitar.",0.0,Neutral
00kppw3aqus_1-3-rgb_front,"And this little lesson isn't specific really to electric or acoustic guitar, so either is fine.",0.2648,Somewhat Positive
00kppw3aqus_10-3-rgb_front,"Some things will, as far as the equipment we're using might apply to electric guitar, but the lesson itself it can be done on electric or acoustic.",0.0,Neutral
00kppw3aqus_11-3-rgb_front,So we need a guitar.,0.0,Neutral
00kppw3aqus_12-3-rgb_front,"I'm using a couple of cables, one to go from my guitar to my tuner and one to go from my tuner to my amp, so we need two cables if you're using a tuner, one if you're not, and electric tuner and an amplifier.",0.0,Neutral
00kppw3aqus_13-3-rgb_front,And I like to use picks so we're gonna--the lesson today involves guitar picks and there's all kinds of different guitar picks.,0.3612,Somewhat Positive
00kppw3aqus_2-3-rgb_front,"If you're grilling and some of your meat juices or in our case brochette oil drips on your grill and you've got a little fire starting, it's always wise to keep a spray bottle of clean water.",0.5709,Positive
00kppw3aqus_3-3-rgb_front,"You just give it a couple of sprays, and make sure it's nice and clean.",0.7783,Extremely Positive
00kppw3aqus_4-3-rgb_front,"And in addition to that, always, always have nearby your trusty fire extinguisher.",0.2023,Somewhat Positive
00kppw3aqus_5-3-rgb_front,And know how to use it.,0.0,Neutral
00kppw3aqus_6-3-rgb_front,Gorgeous.,0.6124,Positive
00kppw3aqus_7-3-rgb_front,Ready to go.,0.3612,Somewhat Positive
00kppw3aqus_8-3-rgb_front,In this segment we are going to cover the overhead serve and this is very similar to a tennis serve or an overhead smash.,0.0,Neutral
00kppw3aqus_9-3-rgb_front,So the key here is you have your racquet in an already ready position like this and you just toss it up and you smash it.,0.6124,Positive
00m1mQFF5zo_0-3-rgb_front,"So it's a pretty good serve, the good news about it is that you are able to really drill the ball at your opponent and a lot of people if you hit the ball at an angle about their shoulder height with a lot of pace, they have a hard time with it.",0.8344,Extremely Positive
00m1mQFF5zo_1-3-rgb_front,The thing to be careful about with an overhead serve though is if you hit it too hard you're not able to get positioned for the next shot.,0.0516,Neutral
00m1mQFF5zo_10-3-rgb_front,"So just to demonstrate again if you want to just hit it like that, you are going to swing and hit it so we're going to show another angle of this serve so you can just kind of get a feel for the mechanics.",0.4215,Positive
00m1mQFF5zo_11-3-rgb_front,So as you can see I'm at an open angle with the ball and I just toss the ball and smash it so in the next segment we are going to cover what it looks like from the front and maybe a little bit from the side.,0.3612,Somewhat Positive
00m1mQFF5zo_12-3-rgb_front,To groom your parrot remember that it needs to be bathed.,0.0,Neutral
00m1mQFF5zo_13-3-rgb_front,Parrots need to be bathed in the way that they enjoy being bathed more than the way you want to do it.,0.5423,Positive
00m1mQFF5zo_2-3-rgb_front,Their toenails need to be clipped.,0.0,Neutral
00m1mQFF5zo_3-3-rgb_front,If they're not and you handle your bird you'll be sorry.,-0.0772,Neutral
00m1mQFF5zo_4-3-rgb_front,Because they can puncture your skin very easily with their toenails.,0.4005,Positive
00m1mQFF5zo_5-3-rgb_front,This little fellow right here had toenails so sharp as a tiny baby that I almost dreaded to take him out and hand feed him.,-0.0534,Neutral
00m1mQFF5zo_6-3-rgb_front,But his toenails now are long enough he can grip and watch that you don't,0.0,Neutral
00m1mQFF5zo_7-3-rgb_front,"A lot of people use clippers, I like to use a Dremel because a Dremel will grind them down and you've got control of how short you actually go to grind down the toenails.",0.3612,Somewhat Positive
00m1mQFF5zo_8-3-rgb_front,Some parrots love to get in the sink with running water.,0.6369,Positive
00m1mQFF5zo_9-3-rgb_front,Other parrots want to get in the shower with you.,0.0772,Neutral
00xgNW3M4-4_0-3-rgb_front,And some just like to be misted or sprayed with a misting bottle.,0.3612,Somewhat Positive
00xgNW3M4-4_1-3-rgb_front,"The water should be warm not cold, not hot.",0.2263,Somewhat Positive
00xgNW3M4-4_10-3-rgb_front,And then they will preen their feathers to put them in the shape that they need to be in. But also you need to pay attention to their beak.,-0.1531,Somewhat Negative
00xgNW3M4-4_11_12-3-rgb_front,"Their beaks sometimes get soiled and scaly, and these bathes don't necessarily clean them up.",-0.3089,Somewhat Negative
00xgNW3M4-4_13-3-rgb_front,I like to every now and then take just regular vegetable oil on a paper towel and wipe their beaks.,0.3612,Somewhat Positive
00xgNW3M4-4_14-3-rgb_front,So here we are and it's race day.,0.0,Neutral
00xgNW3M4-4_15-3-rgb_front,This is the first day of your big race.,0.0,Neutral
00xgNW3M4-4_16-3-rgb_front,"It is important to wake up and have some water or sports drink so that you go into your race properly hydrated because I guarantee you after your race, you might be dehydrated.",0.4215,Positive
00xgNW3M4-4_17-3-rgb_front,"So it is good to start out head of the game and hopefully if you fuel properly, you will end your race hydrated and excited from your big win.",0.9014,Extremely Positive
00xgNW3M4-4_18-3-rgb_front,"You've waited for this, you've trained and now you are here.",0.0,Neutral
00xgNW3M4-4_19-3-rgb_front,What do you do when that alarm goes off.,-0.34,Somewhat Negative
00xgNW3M4-4_2-3-rgb_front,The first thing you need to think about before you go into any race is your nutrition.,0.0,Neutral
00xgNW3M4-4_20-3-rgb_front,It is very very important to eat and drink before your race.,0.3338,Somewhat Positive
00xgNW3M4-4_21-3-rgb_front,"Not 15 minutes before your race but typically 2 to 3 hours before your race, you want to have something that has some substance, some complex carbs.",0.1154,Somewhat Positive
00xgNW3M4-4_22-3-rgb_front,"The best oatmeal, bananas, any kind of hot cereal, things that are going to stay in and give you the energy you need for the long race.",0.743,Positive
00xgNW3M4-4_23-3-rgb_front,The other important thing on race day is hydration.,0.2023,Somewhat Positive
00xgNW3M4-4_24-3-rgb_front,Don't go into your race dehydrated.,0.0,Neutral
00xgNW3M4-4_25-3-rgb_front,"When you're going on a trip, you want to make sure that you take precautions against insect bites.",0.3818,Somewhat Positive
00xgNW3M4-4_26-3-rgb_front,There are many different types of biting and stinging insects.,0.0,Neutral
00xgNW3M4-4_27-3-rgb_front,"That can cause you some pretty serious pain, or disease if it should be that serious.",-0.1779,Somewhat Negative
00xgNW3M4-4_28-3-rgb_front,So there are many things that you can do to protect yourself against insects.,0.3818,Somewhat Positive
00xgNW3M4-4_29-3-rgb_front,"And one of which is topical skin application, and another is actually treating your clothes and the third would be actually doing mosquito netting, insect netting, noseeum mesh, those types of things that you can actually put over your body, over your bed, over your head, your face, your body.",0.0,Neutral
00xgNW3M4-4_3-3-rgb_front,"There are clothing or insect mesh clothing that you can purchase, pants, jackets.",0.0,Neutral
00xgNW3M4-4_30-3-rgb_front,"But the most important thing, the most important defense is going to be your topical skin application and your clothing treatment.",0.7541,Extremely Positive
00xgNW3M4-4_4-3-rgb_front,And so those are some of the things we're going to be talking about today.,0.0,Neutral
00xgNW3M4-4_5-3-rgb_front,"Now I'll tell you a little bit about our distribution of our product, how we get it to market.",0.0,Neutral
00xgNW3M4-4_6-3-rgb_front,So what we decided to do is take our product directly with our own trucks and get them to different parts of the state.,0.0,Neutral
00xgNW3M4-4_7-3-rgb_front,"We start up here in Chico all the way to the border, southern California and that's our distribution area.",0.0,Neutral
00xgNW3M4-4_8-3-rgb_front,"We take our product, our own trucks and be sure it gets, with our control, into the different stores within that distribution area.",0.3182,Somewhat Positive
00xgNW3M4-4_9-3-rgb_front,"So here's our facility in Milipitas, California.",0.0,Neutral
01Dnm-s8rNI_0-3-rgb_front,The way we'll be able to control our quality is we have different depots with different expert personnel within the different areas delivering to the products within their area.,0.0,Neutral
01Dnm-s8rNI_1-3-rgb_front,"We have one in Santa Rosa, Marin, Sacramento, Chico, Sacramento, Reno, Stockton, Fresno and Southern California. Each individual manager within the area is able to take the product, analyze zone market, be store specific with what they want to do in terms of the products, the distribution, the communication with the store and be able to really maximize our relationship with the store and be sure we have the best product going out to the stores.",0.7783,Extremely Positive
01Dnm-s8rNI_2-3-rgb_front,"In this video clip, I will be talking about electrical safety.",0.4215,Positive
01Dnm-s8rNI_3-3-rgb_front,You never want to carry the tool by the chord.,-0.0572,Neutral
01Dnm-s8rNI_4-3-rgb_front,And you just want to take extra care when handling your tool and the chord.,0.5423,Positive
01Dnm-s8rNI_5-3-rgb_front,"First off, it is important to know that the cord is the life line of your tool.",0.2023,Somewhat Positive
01Dnm-s8rNI_6-3-rgb_front,You want to make sure you keep your cord in good working condition.,0.6705,Positive
01G_nWgaYAQ_1-3-rgb_front,Make sure that there are no cracks or tears in it.,0.194,Somewhat Positive
01G_nWgaYAQ_10-3-rgb_front,Any type of damage to the chord is just leading to disaster.,-0.8074,Extremely Negative
01G_nWgaYAQ_11-3-rgb_front,"For your tool to be properly grounded, you want to make sure that you have all three prongs on the plug.",0.3818,Somewhat Positive
01G_nWgaYAQ_12-3-rgb_front,This will insure maximum safety when using your tool.,0.4215,Positive
01G_nWgaYAQ_2-3-rgb_front,"Now, although it is not recommended to use an extension chord, if you do have a situation where you need to use one to reach your location, you want to make sure that the extension chord is of the proper rating.",0.2751,Somewhat Positive
01G_nWgaYAQ_3-3-rgb_front,"And lastly, you never want to abuse the chord.",0.4847,Positive
01G_nWgaYAQ_4-3-rgb_front,"Alright folks, next we're going to talk about footwear and shoes you can have to complete your vintage look.",0.25,Somewhat Positive
01G_nWgaYAQ_5-3-rgb_front,"Now the downside, I think, to looking for vintage footwear is in my case, maybe not in all cases, is they tend to be a lot of small sizes, kind of narrow, and a lot of them are hard to find in really good condition.",0.2006,Somewhat Positive
01G_nWgaYAQ_6-3-rgb_front,Just amazing.,0.5859,Positive
01G_nWgaYAQ_7-3-rgb_front,"Unfortunately, as cute as these are, you're going to find a lot of the missing rhinestones on there and for this one, the insole's got torn out.",-0.3818,Somewhat Negative
01G_nWgaYAQ_8-3-rgb_front,"It's just really cute, but what I need to do is go to my craft store, pick up some rhinestones and just kind of fix them back in there.",0.2838,Somewhat Positive
01G_nWgaYAQ_9-3-rgb_front,"The vintage shoes sometimes, they just need a little more help.",0.4048,Positive
01KR04fE7Fw_0-3-rgb_front,Especially the fancier ones like this.,0.3612,Somewhat Positive
01KR04fE7Fw_2-3-rgb_front,"So these one's have some potential, but I might want to bring into a shoe store to get some insoles in here and then maybe have them or myself just maybe hot glue back in some or super glue back in, some little rhinestones in there.",0.7783,Extremely Positive
01KR04fE7Fw_3-3-rgb_front,"But what you can do is, an alternative to finding some cute vintage themed shoes is you're going to want to try to find some modern day shoes with a vintage look and there's a lot of them out there.",0.6652,Positive
01KR04fE7Fw_4-3-rgb_front,"Now, Ebay has been a great source for me to find some modern shoes that are priced really affordable but that maintain the integrity of a vintage shoe.",0.714,Positive
01KR04fE7Fw_5-3-rgb_front,Here's one pair that I found.,0.0,Neutral
01KR04fE7Fw_6-3-rgb_front,They look great.,0.6249,Positive
01KR04fE7Fw_7-3-rgb_front,I think just because shoes tend to get a lot of wear and tear as opposed to a vintage dress that someone might wear a handful of times.,0.0,Neutral
01KR04fE7Fw_8-3-rgb_front,They look vintage.,0.0,Neutral
01j1UveqztE_0-3-rgb_front,Just these ones are modern and it's great because you're going to find your size.,0.6249,Positive
01j1UveqztE_1-3-rgb_front,"They're brand new and you know, they just look really cute.",0.5095,Positive
01j1UveqztE_10-3-rgb_front,They look like they could be a vintage with some great detailing on them.,0.765,Extremely Positive
01j1UveqztE_11-3-rgb_front,"And here's another pair. They don't look quite as vintage. They have a vintage flair to them. But just look for bows, look for prints, like the polk-a-dots and what not, looks for the nice heels like that.",0.8807,Extremely Positive
01j1UveqztE_12-3-rgb_front,These are going to last you longer.,0.0,Neutral
01j1UveqztE_13-3-rgb_front,They're going to be a little more affordable and they're going to be a lot more comfortable to create that vintage outfit for you and tie it all together.,0.7146,Positive
01j1UveqztE_14-3-rgb_front,"The shoes, again get a little wear and tear.",0.0,Neutral
01j1UveqztE_15-3-rgb_front,"Now, you might be lucky out there and find some vintage shoes that are in great condition.",0.7845,Extremely Positive
01j1UveqztE_2-3-rgb_front,"So you know, when you go to the stores, don't neglect the shoe section.",0.357,Somewhat Positive
01j1UveqztE_3-3-rgb_front,Go and take a peek.,0.0,Neutral
01j1UveqztE_4-3-rgb_front,You might find something.,0.0,Neutral
01j1UveqztE_5-3-rgb_front,"But you're best bet, I think sometimes might be to just look online or just look in your shops for some vintage replica shoes and that there is some great tips on finding some vintage footwear to help round out and complete your vintage look.",0.9517,Extremely Positive
01j1UveqztE_6-3-rgb_front,But you're still going to be able to find some cute ones out there.,0.6124,Positive
01j1UveqztE_7-3-rgb_front,"Now, one type of vintage shoe that I absolutely love and a lot of vintage know hower's out there know they're really fun.",0.8437,Extremely Positive
01j1UveqztE_8-3-rgb_front,"They look junky from a distance, but they're pretty darn cute.",0.8519,Extremely Positive
01j1UveqztE_9-3-rgb_front,"These ones here, just like some little plastic patent ones.",0.3612,Somewhat Positive
01m9yM04RwY_0-3-rgb_front,"But, when you look closely, these just have amazing detail.",0.7351,Positive
01m9yM04RwY_1-3-rgb_front,"These ones have a loose heel on them and you can see the detailing that they have on them, just rhinestones are lined down the back of these.",-0.3182,Somewhat Negative
01m9yM04RwY_10-3-rgb_front,What we've gone over today is sleight of hand using the Pinch Vanish and the French Drop.,0.2732,Somewhat Positive
01m9yM04RwY_11-3-rgb_front,"Enjoy the reactions, enjoy your magic as much as they're going to enjoy it and you will really love the art of magic.",0.9336,Extremely Positive
01m9yM04RwY_11_12_13_14_15-3-rgb_front,It's very important that that's happens as such.,0.2716,Somewhat Positive
01m9yM04RwY_12-3-rgb_front,But practice,0.0,Neutral
01m9yM04RwY_13-3-rgb_front,"And never do the same trick twice, and have a good time.",0.4019,Positive
01m9yM04RwY_14-3-rgb_front,"That's a very important, maybe the most important rule of magic, is to enjoy it.",0.7496,Positive
01m9yM04RwY_15-3-rgb_front,Very important in magic again that I want to emphasize that you are entertaining by way of manipulating an object.,0.4201,Positive
01m9yM04RwY_16-3-rgb_front,"Really enjoy it, make it look effortless, make it look enjoyable to you and it will be to them as well.",0.8173,Extremely Positive
01m9yM04RwY_17-3-rgb_front,"You're not using magic to show them, oh look what I can do.",0.0,Neutral
01m9yM04RwY_18-3-rgb_front,"You really can use magic to put yourself out there to make yourself relaxed, get to know people.",0.4939,Positive
01m9yM04RwY_19-3-rgb_front,It's a form of entertainment that helps people really relax.,0.8221,Extremely Positive
01m9yM04RwY_2-3-rgb_front,You can really get to know somebody on a really quick and fast basis by performing an illusion.,0.0,Neutral
01m9yM04RwY_3-3-rgb_front,"And after all, you are pulling coins out of their ears, and so forth.",0.0,Neutral
01m9yM04RwY_4-3-rgb_front,"But again, enjoy.",0.6486,Positive
01m9yM04RwY_5-3-rgb_front,So for these handles that I'm using on this chicken baker I have done them with an extruder.,0.0,Neutral
01m9yM04RwY_6-3-rgb_front,That's why they look so even and they have a nice textural design to them.,0.4215,Positive
01m9yM04RwY_7-3-rgb_front,"An extruder is a lot like a giant Play Dough factory, it just squeezes out one very long consistent piece of clay, and I like to use that a lot for many of my different handles.",0.7506,Extremely Positive
01m9yM04RwY_8-3-rgb_front,So the first thing I need to do is prepare the clay for the extruder.,0.0,Neutral
01m9yM04RwY_9-3-rgb_front,"Now my extruder has a 4 inch cylindrical barrel, so I need to get a piece of clay that's going to fit in there nicely.",0.6597,Positive
01okYWMvD-0_0-3-rgb_front,So I'm going to cut a piece off.,-0.2732,Somewhat Negative
01okYWMvD-0_1-3-rgb_front,"And then I'm going to pound it on the table, to round out the corners.",0.0,Neutral
01okYWMvD-0_2-3-rgb_front,And then I'm going to pat to elongate it and thin it out just a little bit more.,0.0,Neutral
01okYWMvD-0_3-3-rgb_front,Now I want it to be smaller than the actual size of the barrel of the extruder itself so that it will slip in there really easily and it won't get jammed or anything like that.,0.6697,Positive
01okYWMvD-0_4-3-rgb_front,So now the clay is prepared and I'll show you over at the extruder how this works.,0.2263,Somewhat Positive
01okYWMvD-0_5-3-rgb_front,Hi my name is Lauren and today I am here to discuss how to brush your hair.,0.0,Neutral
01ucR6XreJw_1-5-rgb_front,Brushing your hair has a few different advantages.,0.3612,Somewhat Positive
01ucR6XreJw_10-5-rgb_front,Number one it can help you to create the style that you would like and the style that you are looking to achieve.,0.765,Extremely Positive
01ucR6XreJw_11-5-rgb_front,It also increases the blood circulation to your brain which nourishes your papilla.,0.0,Neutral
01ucR6XreJw_12-5-rgb_front,"Once the blood circulation actually increases towards your brain and towards your scalp your nutrients, your papilla which is where the base of your hair follicle is going to grab nutrients out of your bloodstream and help nourish your hair so it is a very good thing to be in the habit of brushing your hair on a regular basis.",0.7089,Positive
01ucR6XreJw_13-5-rgb_front,The easiest way to brush your hair especially if your hair is rather knotted is to start at the bottom of the end of the shaft and work your way up.,0.4215,Positive
01ucR6XreJw_3-5-rgb_front,If you use a Boar's Head bristle then it will also help promote smoothness in your hair and it will help maintain frizz.,0.7906,Extremely Positive
01ucR6XreJw_4-5-rgb_front,Plastic bristles will also help get all of those knots out because it has a bit of a better grab to it.,0.6808,Positive
01ucR6XreJw_5-5-rgb_front,So again you are going to start at the end of your hair shaft and you are going to work your way up towards your root.,0.0,Neutral
01ucR6XreJw_6-5-rgb_front,Once you get towards your root you can then do a few really good brush strokes in order to increase that circulation and have more blood flow go up to your scalp and that is how to brush your hair.,0.6697,Positive
01ucR6XreJw_7-5-rgb_front,In this next clip we're going to be going over a hook kick. Ok. A hook is a very powerful kick.,0.4754,Positive
01ucR6XreJw_8-5-rgb_front,"We're going to take a step, skip, hook it. One more time from here. Step, skip, hiya. Ok. Now when I'm kicking I'm kicking with the very bottom part of my foot.",0.0,Neutral
01ucR6XreJw_9-5-rgb_front,We're going to be doing it with pointing our toes and it's going to come across.,0.0,Neutral
025gAKRCIKY_0_1-3-rgb_front,The whole foot is going to be pointed straight and I'm going to hook that all the way across. Ok. That's our kicking position.,0.2263,Somewhat Positive
025gAKRCIKY_10-3-rgb_front,So again from here.,0.0,Neutral
025gAKRCIKY_11-3-rgb_front,And that is going to be your skip hook kick.,0.0,Neutral
025gAKRCIKY_12-3-rgb_front,It is the opposite of a round kick.,0.0,Neutral
025gAKRCIKY_2-3-rgb_front,"O.k., I'm Bobby Larew.",0.0,Neutral
025gAKRCIKY_3-3-rgb_front,One of the drills you can do to work on your front entries is just called a line up.,0.0,Neutral
025gAKRCIKY_4-3-rgb_front,I should go in vertical and I should be working on my pike save at the end.,0.4939,Positive
025gAKRCIKY_5-3-rgb_front,So I'm going to go walk up to the 3 meter and do a front line up.,0.0,Neutral
025gAKRCIKY_6-3-rgb_front,"A line up I'm going to do on the 3 meter board, o.k.",0.0,Neutral
025gAKRCIKY_7-3-rgb_front,I do that because it gives me enough height and I don't have to worry about doing a good hurdle to practice a line up.,0.6492,Positive
025gAKRCIKY_8-3-rgb_front,You can solely concentrate on the line up.,0.0,Neutral
025gAKRCIKY_9-3-rgb_front,"A good line up I'm going to go to the end of the board feet together, I'm going to bend at the waste and extend my arms.",0.2023,Somewhat Positive
028cpYJmYAk_1-8-rgb_front,"What I'm concentrating on is making sure I get my hands closed above my head, make sure my elbows are locked, my biceps are squeezing my head and my ears.",0.5574,Positive
028cpYJmYAk_10-8-rgb_front,Make sure I have no arch like I'm sucking my back this way,-0.2523,Somewhat Negative
028cpYJmYAk_2-8-rgb_front,"I want to have nice tight legs, thighs spread apart",0.4767,Positive
028cpYJmYAk_4-8-rgb_front,I shouldn't get a lot of splash.,0.0,Neutral
028cpYJmYAk_5-8-rgb_front,"We actually used the sewing machine for this, and basically we had two pieces of fabric.",0.0,Neutral
028cpYJmYAk_6-8-rgb_front,I'm just going to get my little cloth and just dampen it up a little bit.,0.0,Neutral
028cpYJmYAk_7-8-rgb_front,And then we're going to put that on there.,0.0,Neutral
028cpYJmYAk_8-8-rgb_front,"Again, make sure none of the fusing is actually sticking out, because if it gets on your iron board, it's really sticky and it gets on your iron and it's impossible to get out.",0.3182,Somewhat Positive
028cpYJmYAk_9-8-rgb_front,"Like that, put that down, see how it steams, and it's sealing it shut for us right now.",0.3612,Somewhat Positive
02CpakICRL4_1-8-rgb_front,Slide it around a little bit.,0.0,Neutral
02CpakICRL4_2-8-rgb_front,"There you have it, a very adorable pumpkin placemat that's going to last for years.",0.5413,Positive
02CpakICRL4_3-8-rgb_front,We made sure of that when we used the zigzag stitched the edges.,0.3182,Somewhat Positive
02CpakICRL4_4-8-rgb_front,You can throw it in the washing machine and it's going to hold it beautifully.,0.5719,Positive
02CpakICRL4_5-8-rgb_front,"Stick around, I'm going to show you a few tricks for embellishing before we go.",-0.128,Somewhat Negative
02CpakICRL4_6-8-rgb_front,"We used the zigzag stitch around, and turn it right side out, and we actually have a little spot that we're going to slip-stitch but I had an epiphany as I was ironing, because you are going to want to just iron your placemat so all of your edges are nice and flat.",0.631,Positive
02CpakICRL4_7-8-rgb_front,"Go around and we're not going to actually slip-stitch, we are going to use our fusible tape to finish this placemat.",0.0,Neutral
